"When I ordered these I wasn't expecting a whole lot since the price was under two dollars for a nearly 10-foot cable.  It turns out the quality is quite excellent and these cables are not flimsy at all.  I plugged them into the mixer and waited to hear some static, interference or buzz to explain the low price and all I got was a nice, clean signal.  Highly recommend these to anyone with a mixer that needs an insert cable.",Positive
"These are solid cables -- tight fit in receptacles, no introduction of noise, and no discernible loss of signal. Especially considering the price, these are brilliant. I was like some of the reviewers wondering if such an economical cable could be any good, but I trusted their judgment and gave these a try and so count me in among those who weren't sure but have become convinced that Hosa knows how to make a great cable, and to do so without the need to charge Monster Prices.",Positive
"On my mixer, I have send/returns on the same plug using a 3 wire TRS with send on the tip, return on the ring, and a common ground.  But my effects boxes like to have separate 1/4"" TR ins and outs.This is the perfect cable for just such a hookup of things like the behringer sharkBehringer Shark FBQ100 Automatic Feedback Destroyerto the 1202-vlZ3's send/returnsMackie 1202-VLZ3 12-Ch. Compact Recording/SR MixerI probably will order a second cable having seen how well the first one worked out on a send/return.",Positive
"I still operate in an analog environment quite often, so I end up using lots of inserts. I have 8 channels of compression, limiter, gate and expander, plus various EQs and effects processors that need to be routed and applied to specific channels. I have an insert snake that I use as well, but the individual insert cables (of differing lengths) that I carry are lifesavers that make me a more efficient soundman during setup and a more flexible soundman during the show!",Positive
"I use these in my home studio as INSERTS and they work great. No complaints.On a side note, I always clean all my cables with CAIG DeoxIT Gold G5 Spray Contact Conditioner 5 oz.and hightly recommend it to all musicians, you will hear the differnce. I also spray a q-tip and and clean all the jacks on my guitars and instruments.",Positive
"When you need an audio insert cable, you need an audio insert cable.We custom manufacture insert cables for custom sound-reinforcement fixed installations.  For  mobile rigs, such as mixer cases with processing gear, it's simply not cost effective, and Hosa is our go-to brand for reliability and durability.  There are other brands, but our reputation is at stake.Hosa allows us to maintain our good reputation, while lowering our labor costs. Thanks for such a dependable product, Hosa!  Thanks for such a great price, Amazon!",Positive
I play my I-pod through a small guitar Amp.  Great way to wake up the kids.  Works perfectly for the purpose.  Keep in mind small end for I-Pod is stereo and large end that goes into amp in mono.  If needing a stereo jack at both ends get something else.,Positive
plugged it in and it works to connect a mono line out to the stereo input on a Lepai amp. not much else I can tell you,Positive
"I bought a few of these to hook iPods/iPhones to live stage sound systems, most of which are not in stereo anyway, so why use stereo-to-mono adapters or 2 separate channels when it's not needed? Perfect solution, seems durable.",Positive
"I carry this in my bass gig bag so I can plug my phone into the mono aux-input on the back of my Genz Benz bass head. Handy for rehearsals when the band needs to listen to a track while working out an arrangement (my bass cab is full range fEARful 15/6/1). Before picking this up, I used a couple of cables / adapters to go from stereo 1/8&#34;  to mono 1/4&#34; and it often seemed I never had quite what I needed on hand.",Positive
"This is what it is... A super cheap mono cable. It should be sufficient for many needs and is cheap enough that thin wire gauge and such can be forgiven. Just be aware that it is cheap and unshielded, etc.For the price and intent, I almost gave it 5 stars. But it's not a 5-star cable... It's a fair quality ultra cheap cable. 4 stars seems about right. (Yes, this is almost exactly what I wrote about the other Hosa cable I reviewed.)",Positive
"It's hard not to love a cord that carries electrons all the way to the end. Not sure what, other than complete failure would take stars away.",Positive
"Cables are cables. They usually all work. And with Amazon, you will always find the best deals for the same quality.",Positive
"Picked up a cable to test on my new pedalboard, and I couldn't be happier. Doesn't suck tone, cables are sturdy, and they sound great. This replaced a normal straight 1/4 inch cable and saves so much space on my board.",Positive
"This L Jack is good enough to make connections between my guitar pedals and it works fine. Flexible enough. I don't like only the fact that it's made out of plastic and it looks cheap, but for the price i paid for it i don't really care.",Positive
"These little patch cables work nicely, there's no change to your tone or sound and they connect one pedal to another just fine..I'm only going to make one small complaint and explain why it got 4 stars instead of 5. The product description says 6 inches, right? If you jump over to these (http://www.amazon.com/gp/product/B001PGXKC8/ref=oh_details_o04_s00_i02?ie=UTF8&psc;=1) planet waves patch cables they're listed at .5 feet (same as 6 inches, right?) The Hosa cables seem more like maybe 4 inches, whereas the planet waves cables gave me plenty of room from one pedal to another. I only used the Hosa cable as an emergency back up.To conclude, would I recommend these? Yes, if you have one or two pedals and need an affordable small and effective patch cable, go for these. But my first recommendation will always be planet waves cables over anything else.",Positive
"If you need some 6"" cables to connect your pedals, look no farther. These cables are perfect. They deliver good sound, are very small, and very cheap. What more could you ask for?!",Positive
Bought this Hosa Pedal Cable for our son to interconnect his guitar pedal. It works well and seems to be durable. It hasn't given him any problems so far. It doesn't appear to change the sound quality or tone. Great product.,Positive
"Good little connector cable.  Well constructed, durable, built to last.  I would recommend this cable to connect stomp boxes. Worth it.",Positive
"These are great cables. The only con I could give is if they go bad...no opening up the ends to fix them, but in my experience they are durable. Most people are using these on a pedal board so there's not a lot of movement to wear them down.",Positive
"Works just fine, great for little spaces between one pedal to another, if there's more distance, better use another type, bue generally works fine and it's a good quality product, clean signal no problems",Positive
"exactly what I needed to connect 2 distortion paddles to my amp...do yourself a favor, always order threw Amazon dealers! I placed an order threw onlinecarstereo.com and had to report a scam operation to my credit card co....their customer reviews were terrible, yet I made the mistake of placing n order...right before my eyes they changed their BAD reviews to add good ones....",Positive
These are great patch cables especially for the price. They don't suck any tone they are reliable(I've had mine for 2 years)and are really great for players on a budget.,Positive
"these cable came super fast in the mail, They deliver the level of performance you would expect form low cost cables. they work",Positive
This is a very good cable. I don't forsee having any problems with it. It's just right for hooking my pedals together eithout the mesws of long cables. If you need this get it. The price is right and shipping was right on time.,Positive
"This is not the fanciest cable you can buy, but it fits my low budget.  It works perfectly, it doesn't feel like its going to break anytime soon, and my pedals are perfectly connected.",Positive
I typically use planet waves cables but tried these and there just as great. Never an issue. No loss of tone. Never breaks or fails. Quality product for a good price.,Positive
"Really just some inexpensive and yet durable cables to link your stompboxes together. As of yet, i havent had one go all crackly, which, considering they get frequent use, is pretty good. Often, cheap cords die within a year or so. Every electric guitarist keeps a stock of these things, and this one in particular is cheap and accessible. I probably have around twelve of them.Enjoy!",Positive
Hosa patch cables are the best for the buck. Great sound and flexible. I'm a firm Hosa cable fan. Love these little guys.,Positive
These have a lower profile and can fit and bend into the places the ones with thick metal ends can't.,Positive
"I bought 6 of these XLR to 1/4&#34; adapters hoping to connect my microphones to an old funky mixer I owned with 1/4&#34; inputs.  It didn't end up working because I discovered I needed to convert the microphone level to line level (which these don't do), however they do convert XLR to 1/4&#34; balanced quite well.  Just not what I needed in my particular situation.",Positive
"I use this adapter on the interface/mix board end of 1 channel of my XLR cable snake, to change 1 channel into my monitor return. I plug an XLR to Female 1/4"" stereo adapter to the other end to create a headphone jack at the musician end of my setup. Now I can record with 6 channels, and monitor with 2. (It's an 8 channel XLR snake). Why do I go through all that you ask? because I have an 8 channel XLR snake, and instead of buying another snake, why not ADAPT the snake I have? hence the word adapter... :-P I love it. It's a great tool to add versatility to your setup, no matter what you're doing. Definately recommend this product to anyone that would happen to need to change an XLR to balanced 1/4"" stereo... It's high quality, and very solid, I definately expect this to last me a long time.",Positive
"I purchased this to work with my ION system and my shure mic. Arrived as expected, very solid great fit. It works!!!!",Positive
This has come in handy many times in my studio Z108.net. We love having it around. Good quality affordable price.,Positive
"As the title says, it works.  The only reason I took off a star is sometimes it gets a little stuck and I have to use some force to get it off the XLR.  But, no issues besides that.",Positive
"This converts an xlr signal (for me, a Shure SM57 mic) into a 1/4 male (I run it into a guitar pedalboard and then an amp).  Have no issues with performance but the converter is a little bulky especially once you clip a mic onto that.  Could be tight fitting into certain places on a pedalboard but works great overall.",Positive
Its affordable and it works.  Its a nice little adapter for your low impedance cable to your high impedance input.,Positive
"For the price, can't beat it.  Works as well as any $15 - $20 one I would have bought at local guitar stores.",Positive
Just a basic female XLR to 1/4 inch male adapter. I use these so I can plug my regular mic cables into my keyboard/practice all in one PA.,Positive
"I bought this XLR splitter to split the lead vocal from FOH to my monitor rack.  Used this way it worked great and I never had any problems with signal loss or power issues.  I began using a transformer isolated XLR splitter after we started playing bigger venues and no longer use this splitter.  My only issue with the Hosa Y splitter is that the cable length from the female connector to the male connectors is very short, so short that it would cause the microphone cables to stick out from the mic stand when I plugged it into our lead singer's microphone.  It would be great on a guitar mic or something that's close to the ground, or horizontally placed, but it looks a little funny coming off of a vertical microphone stand.",Positive
As expected from Hosa another great product.  Solid construction and great sound reproduced.  i would recomed this product to everyone.,Positive
"I use this to run a single, mono XLR shotgun mic line to two audio channels on my Tascam DR-40, which saves me a step in post-production.  The quality is fine and it does what it's supposed to do.  Good price for a good product.",Positive
"If I didn't think that purchasing these items from Amazon I wouldn't do it, plus and more important I have worked as a Purchasing Coordinator for over 25 years now I know how to save money and if purchasing that are great and believe me or not I can find even cables that I can't find in RadioShack, Best Buys no where else, I have done a lot of Purchasing not just for myself, but for business. These Ladies and Gentlemen know what they are doing and they know how to take care of business in the right way, I would like to apply for a position with them.Regards,ffsalsa",Positive
"This is a solid product. I ended up not needing it so... I returned it. However, it worked fine and gets the job done.",Positive
"This Dual splitter works perfect. I own a live event video company and I shoot a lot of weddings. The most important part of video is the audio. you can make anything look good as long as you can get a good clean audio signal. I always say, half of video is audio. For years I used to run a line directly out of the DJ's mixer to get my audio. The issue with doing it that way is during introdustions you will get the music the dj is playing and the words they are speaking. Often though, the signal is to hot, the music is crap, or the dj says something stupid. With just the DJ's voice I can edit the way I want and compress time. This product has improved my productions beyond it's price sold. I use them to run a separate clean audio line from a DJ's wireless systems to my own audio recorder. They work perfectly and haven't failed me once.",Positive
"This was recommended to me by the top engineer at Genz-Benz bass amplification company.  Andy said that this product is far superior to any other.  He was right.  Fixed the scratchy potentiometer on my Shuttle 6.0 amp.  Also fixed the effects loop jacks, which had become oxidized and were causing my amp to intermittently lose 90% of its power on gigs.  Not good!  After several gigs worth of testing, both problems are resolved!  Andy said that this product actually works better over time once it has been applied since it has a lubricating, cleaning and coating effect on the components.  Wow!  And no, Andy does not own stock in, have affiliation with, or represent in any way the manufacturers of De-Oxit.  Nor do I.",Positive
