"Θετικα: Γρηγορο, αξιοπρεπες, φθηνο, καλη οθονη, μπαταρια 4-5 ωρες σε παιχνιδια και σερφαρισμα. Ιδανικο για παιδια και μεσο χρηστη. Πολλές θύρες για ότι θες. Παρέχεται καλώδιο USB.   Αρνητικα: Δεν παρεχεται καλωδιο HDMI",Positive
"Αν και ήταν η πρώτη μου επαφή με tablet διαπίστωσα πως μου αρέσει πάρα πολύ, είναι απίστευτα εύχρηστο και τα χρώματα του με έκαναν να το λατρέψω. Η λειτουργεία του ήταν εύκολη και η σύνδεση του με ότι δίκτυο προσπάθησα ήταν άμεση, μου άρεσε ότι περιείχε αντάπτορα για τον φορτιστή του κάτι που με διευκόλυνε απίστευτα στα ταξίδια μου. Οι φωτογραφίες και τα βίντεο με ικανοποίησαν πολύ στην ποιότητα του! Το προτέινω ανεπιφύλακτα!",Positive
"Αγόρασα το προϊόν με φόβο μετά από κριτικές για προβληματικό wifi ως δώρο. Ήμουν ανάμεσα σε αυτό και Prestigio που γνωρίζω ότι είναι αρκετά καλά. Αφού λοιπόν τη λειτούργησα τη συσκευή έχω να πω πως αξίζει τα λεφτά της.   Έχει πολύ καλή οθόνη, φωτεινή με ωραία χρώματα και υψηλή ανάλυση. Επίσης έχει καλή αίσθηση αφής και γρήγορη απόκριση. Άλλο ένα θετικό είναι το Android 4.1 που έχει το τάμπλετ, με όλα τα παραπάνω καλούδια σε σχέση με το Android 4 όπως για παράδειγμα ότι είναι πολύ πιο γρήγορο και αποδοτικό. Το συνέδεσα και με τηλεόραση μέσω mini hdmi και όλα μια χαρά. Το wifi τελικά δεν είχε πρόβλημα στη συγκεκριμένη συσκευή (δε γνωρίζω κατά πόσο και αν τελικά υπάρχει σε άλλες). Δοκιμάστηκε σε 2 διαφορετικά δίκτυα εκ των οποίων το ένα ήταν των Starbucks με ότι αυτό συνεπάγεται (χαμηλή ταχύτητα κλπ) και λειτούργησε άψογα. Επίσης εφαρμογές HD όπως παιχνίδια υποστηρίζονται και ""τρέχουν"" χωρίς κανένα πρόβλημα. Ο 1,6ghz επεξεργαστής, το πολύ καλό chip γραφικών και η ενός gb ram φροντίζουν γι αυτό.   Η κάμερα του είναι μικρής ανάλυσης, αρκετή για βιντεοκλήσεις και σίγουρα όχι ικανή για καλής ποιότητας φωτογραφίες. Επίσης ο ήχος από τα ηχεία του Archos 70 Titanium είναι πολύ αδύναμος (ακόμα και σε maximum ένταση) και σίγουρα δεν επαρκεί σε περιπτώσεις που υπάρχει θόρυβος στον ευρύτερο χώρο.   Συνολικά είναι μια καλή συσκευή κυρίως λόγω του Android 4.1 και του καλού hardware που έχει το Archos. Σίγουρα μια ελκυστική πρόταση για άτομα του γυναικείου φύλου καθώς το χρώμα αλλά και το πολύ καλό design του κερδίζουν τις εντυπώσεις. Η κοπέλα μου πραγματικά το λάτρεψε.   Μέχρι στιγμής είναι από τις πολύ καλές επιλογές σε αυτά τα λεφτά.   Τέλος για όσους ψάχνουν για αγορά τάμπλετ να προειδοποιήσω ότι, ενώ δεν είμαι fan των μεγάλων εταιριών, μην στρέφεστε σε άγνωστες τελείως εταιρίες χωρίς πρώτα να χειριστείτε το προϊόν. Το λέω λόγω προσωπικής, όχι και τόσο καλής, εμπειρίας!",Positive
"Το προϊόν είναι άριστο. Για ημι-επαγγελματική χρήση είναι αυτό που χρειάζεται:   Άριστη οθόνη, καλή απόκριση, όλες οι εφαρμογές των Windows στη διάθεσή σου.   Μπορείς να συνδεθείς με προβολέα για παρουσιάσεις και να επικοινωνήσεις με άλλες συσκευές.   Τα win 8.1 είναι μία εξαιρετική εμπειρία σε τέτοιο μηχάνημα. Βελτιώνονται δε κάθε μέρα και κάποια αρχικά προβλήματα με drivers επιλύονται με επιτυχία.   Βέβαια, windows είναι αυτά, ένα restart που και που χρειάζεται!",Positive
ειναι πολυ καλο προιον αλλα εμενα δεν εχει play store παρολα αυτα ειναι πολυ καλο.,Positive
Ότι καλύτερο κυκλοφορεί στην αγορά.Για όλα τα γούστα και όλες τις απαιτήσεις.Ένα θαύμα στα χέρια μας!,Positive
"Πολύ καλό tablet με τιμή αρκετά χαμηλή τιμή για τα χαρακτηριστικά του! Ακόμα και σε περίπτωση που έχετε ανοιχτές πολλές (και βαριές) εφαρμογές, δεν κολλάει καθόλου!",Positive
"Εξαιρετικό, παρότι παλαιό μοντέλο λειτουργεί άψογα. Μόνο πρόβλημα οι ακριβές επισκευές. Μια σπασμένη οθόνη κοστίζει 150€!",Positive
"Ακόμα και μετά από τόσα χρόνια, η συσκευή δείχνει την αξία της. Δεν είμαι fan της apple αλλά πραγματικά στα tablet αυτό τα σκίζει όλα τα άλλα!",Positive
Αν και εχει κυκλοφωρησει το 2011 εγω το αγορασα το 2013 και στην αρχη ειχα το iOS 5 και τωρα εχω το iOS 7.0.4 και δεν εχω παράπονα ... οταν εχω πολλες εφαρμογες ανοιχτες στο multitasking δεν κολλαει καθολου και ας ειναι το τριτο λειτουργικο που φοραει. Αρνητικα : ανάλυση οθονης (καλη οχι ομως και η καλυτερη) και καμερα (στα 1.3 mp η πισω και 0.7 η μπροστινη),Positive
"το iPad 2 πιστευο τι ειναι ενα απο τα καλυτερα tablets στον κοσμο και μπορο να πω οτι σινφερει περισοτερο απο να παρεισ το ipad 3 διωτι ειναι πιο ακριβο το 3 απο το 2 και δεν εχουν ιδιαιτερεσ διαφορεσ οι δυο σημαντικοτερεσ πιστευο οτι ειναι η οθονη που ειναι πολυ καλιτερη (και οι οθονεσ τησ apple ειναι οι καλυτερεσ) και οτι παει πιο γρηγορα στα παιχνιδια,στο διαδυκτυιο και γενικα ειναι πιο γρηγορο αλλα εγω αν ειχα να διαλεξω πιο να αγορασω θα αγοραζα το iPad 2",Positive
Δεν νομίζω να έχει ανταγωνιστή είναι ταχυτατο όμορφο και πλέον σε πιο προσιτή τιμή.. Αν σου αρέσουν τα tablet και έχεις τον οικονομική δυνατότητα πρέπει να το έχεις...,Positive
"Δεν είχα άλλη εμπειρία με ios συσκευές παρά μόνο κάποιες φορές που είχα δει τα iphones.. Καταρχήν σύγκριση ios και android δεν υπάρχει. το appstore είναι χιλιετίες μπροστά.. και πάμε τώρα στο ipad 2. Τι να πει κανείς για αυτό το έργο τέχνης; Κορυφαίο όσο δεν γίνεται. Έχω δει κάτι ψευτο-tablets, αλλά εδώ μιλάμε για τεχνολογία! Κορυφαίο. 5/5 το προτείνω όσο τίποτα άλλο.... εάν διαθέτεις το budget για μια τέτοια αγορά κάντην με τα χίλια..........",Positive
"Πολυ καλη οθονη και αρκετα γρηγορο. Επισης αρκετα λεπτο και ελαφρυ, ο ορισμος της portable συσκευης!",Positive
"Είναι αυτό που λένε ¨ Μια εικόνα χίλιες λέξεις ¨ και επίσης ¨ ο,τι πληρώνεις πέρνεις ¨ !!! ........ Το προϊόν είναι πολύ καλο , οι δυνατοτητές του άπειρες και πιστεύω ότι αξίζει να το αγοράσει κανείς και ακόμα και τώρα που η τιμή του ειναι ακόμη πιο καλή συμβουλευομενος πάντα του skroutz.gr. Καλη συνέχεια στις έρευνες σας και στις αγορές σας. !!!!!",Positive
Apple iPad!!! Απλά κορυφαίο εργαλείο.. Ακόμα είναι άριστο προϊόν σε όσους δεν καίγονται με τη retina. Ο ανταγωνισμός τουλάχιστον στα tablet είναι ανύπαρκτος.,Positive
"Είναι πολύ καλό tablet, μερικές φορές μου κολλάει στο safari αλλά όλα οκ!",Positive
"Το ipad2 3G ειναι ενα χρησιμο εργαλειο σε οσους επιθυμουν να εχουν ιντερνετ παντου , σε οσους ταξιδευουν συχνα και σε οσους δεν εχουν ηυ με διαδικτυο στην εργασια τους.   Ειναι πολυ ευχρηστο στην χρηση του,αλλα οι δυνατοτητες του περιοριζονται στα mail ,στην ενημερωση,σε αποστολη και ληψη φωτογραφιων,στο skype ή αναλογα προγραμματα,σε παρακολουθηση ταινιων,στο διαβασμα βιβλιων.   Μικρο βαρος,καλη αναλυση οθονης και μεγαλη αυτονομια μπαταριας.   Απειρα προγραμματακια και πολλα δωρεαν για ατελιωτες ωρες ασχολιας!   Η χρηση 3g επιτρεπει με μια micro sim καποιου φορεα κινητης τηλεφωνιας την χρηση ιντερνετ αναλογα με το επιλεγμενο πακετο χωρις χρηση των διαφορων modem (στικακια).Απλως τοποθετουμε την καρτα στην ειδικη εσοχη.   Βεβαια εφοσον βρουμε μεσω του wifi δωρεαν χρηση ιντερνετ,αυτοματα το ipad χρησιμοποιει απο εκει το διαδικτυο χωρις να επιβαρυνει την sim μας.   Οσον αφορα τις λειτουργιες του office ,ειναι δυσχρηστο και κουραστικο.   πχ δεν μπορεις να δουλεψεις ευκολα excel ,ακομη κ word αν και η αναγνωση τετοιων αρχειων ειναι δυνατη.Η επεξεργασια ομως ειναι δυσκολη.   Ενα αλλο αρνητικο ειναι η μη υπαρξη θυρας usb για να μεταφερεις ή να διαβασεις αρχεια.   Απαιτειται η χρηση ενος επιπλεον ΗΥ για συνδεση με itunes και backup των προγραμματων ή φορτωση ταινιων,φωτογραφιων.   Το συνιστω ανεπιφυλακτα σε οσους θελουν ενα αντικαταστατη του φορητου τους και δεν εχουν μεγαλες απαιτησεις.",Positive
"Μια μοναδική πρόταση σε άκρως δελεαστική τιμή που κάνει πραγματικότητα τη χρήση οθόνης αφής σε έναν επαγγελματικό υπολογιστή.   Θετικά: Μοναδική οθόνη αφής που αλλάζει τα δεδομένα στο χώρο των Windows, Μηχανισμός μετατροπής σε tablet, Άριστη ποιότητα υλικών κατασκευής, Πλούσια συσκευασία, Ύπαρξη κάμερας, Θύρα HDMI, Γρήγορο WiFi, Πλούσιο προ εγκατεστημένο λογισμικό, brand name HP, Ύπαρξη αναγνώστη δακτυλικών αποτυπωμάτων, Καλή ευκρίνεια οθόνης, Χαμηλή τιμή, Πολύ καλή διάρκεια μπαταρίας.   Αρνητικά: Βάρος, Μέτρια απόδοση των ενσωματωμένων ηχείων.",Positive
"Το έχω αγοράσει εδώ και περίπου 1 μήνα και είμαι αρκετά ικανοποιημένος. Ταχύτατο και αξιόπιστο στην εκκίνηση των windows και στις καθημερινές εφαρμογές για τις οποίες προορίζεται. Ο δίσκος SSD αξίζει τα χρήματα και αυτό φαίνεται στην ταχύτητα. Η γενική ποιότητα κατασκευής και η οθόνη αφής είναι πολή καλή. Υπάρχουν και τα μείον όμως:   α) Τα προγράμματα τα οποία έρχονται προεγκατεστημένα από τη lenovo και την intel είναι μάλλον ενοχλητικά παρά χρήσιμα. Πάλεψα πολύ για να τα συγχρονίσω στις τελευταίες τους εκδόσεις και να λειτουργήσουν ομαλά και κατέληξα να απεγκαταστήσω τα περισσότερα από αυτά, για να ηρεμήσω!   β) Η μπαταρία με λογική χρήση (όχι ταινίες και 3D παιχνίδια) κρατάει περίπου 3 - 4 ώρες και έλπιζα να δω κάτι παραπάνω.",Positive
Το έχω 4 ημέρες :)   είναι πολύ όμορφο πολύ εύχρηστο και πάρα πολύ γρήγορο...   έχει και δυο δωράκια: μια θήκη και ένα ηχείο bluetooth !!!   Πολύ καλό....,Positive
Πολύ όμορφο tablet δυνατές επιδόσεις και είναι και αδιάβροχο,Positive
Προκειται για το καλυτερο android tablet για μενα αυτη την στιγμη. Ειναι επισης πολυ ομορφο. Γενικα η sony τελευταια εκπλησεις με τις mobile συσκευες της και φαινεται οτι εχει βαλει μυαλο μετα απο πολυ μετρια προιοντα των τελευταιων ετων. Και στις τηλεορασεις και στα laptop αλλα κυριως στις mobile συσκευες η sony πλεον μπορει να πει οτι ειναι και παλι απο τους καλυτερους.,Positive
Αν εξαιρέσουμε την όχι και τόσο καλή αυτονομία μπαταρίας τότε μπορώ να πω με βεβαιότητα πως πρόκειται για το καλύτερο Tablet της αγοράς μέχρις στιγμής.,Positive
Πολύ καλή απόκριση χρωμάτων και η αδιαβροχοπιήση προσθέτει μεγάλη ασφάλεια . οι εφαρμογες και η κάμερα δουλεύουν πολύ καλά,Positive
Πολύ κομψό και όμορφο tablet με πολύ δυνατές επιδόσεις στις εφαρμογές και είναι και αδιάβροχο που προσθέτει ασφάλεια σε ένα tablet,Positive
Το ότι είναι στα 10 καλύτερα tablets του κόσμου μου αρκεί .......,Positive
ειναι τελειο και εχει καλη αυτονομια.το χρησιμοποιω παντου.με βοηθαει εχει καλο επεξαργαστη και αξιζει καθε ευρω που θα δωσεις,Positive
Ταχυτατο tablet με πολυ καλη οθονη   Αρκετα καλη αυτονομια,Positive
"Πολύ καλό. Το χρησιμοποιω στη δουλεια μου κ ειμαι απολυτα ευχαριστημενος.... ποιοτητα, αποδοση συνδιαζονται σε προσιτη τιμη.....",Positive
Πάρα πολύ ωραίο τάμπλετ αξιζει 100% τα λεφτά του,Positive
"Είμαι απόλυτα ευχαριστημένος με τη λειτουργικότητα της συσκευής!!!   Όλα δουλεύουν τέλεια.Το μόνο ελάχιστα αρνητικό είναι η ""απλή-μέτρια"" (1,280x800) ανάλυση οθόνης,τα ψεγάδια της όμως υπερκαλύπτονται από τις πολύ καλές επιλογές που έχουν γίνει στην απόδοση των χρωμάτων.Επίσης δεν έχει πάρει ακόμη update ούτε καν σε android 4.3.Το πενάκι και η απόκριση της οθόνης...φανταστικά.Αν καλούμουν πια να επιλέξω ανάμεσα σ' αυτό, το LG G-PAD 8.3 και το ipad mini retina, ίσως να επέλεγα κάποιο απ' τ' άλλα λόγω ανάλυσης.Παρ' όλα αυτά είμαι ευχαριστημένος με την αγορά μου και δεν το μετάνιωσα ούτε στο ελάχιστο.",Positive
το tablet απλά είναι τέλειο!!! είναι πάρα πολύ γρήγορο και δεν κολλάει με τίποτα! το μόνο αρνητικό είναι η μπαταριά του που θα ήθελα να κρατάει περισσότερο. μην το σκέφτεστε αξίζει η αγορά του !!! ιδικά για τα 266 ευρώ που το είχα πετύχει εγώ προσφορά.,Positive
"Απλα εξαιρετικό,άριστη ποιότητα και φιλικό στη χρήση.Εφαρμογες που θα ικανοποιήσουν και τον πιο απαιτητικό,ταχύτατος επεξεργάστης,εξαιρετική ανάλυση οθόνης.Για μένα προσωπικά καλύτερο απο ipad mini.Το μονο μελανό η αυτονομία που θα ήθελα να ειναι μεγαλύτερη...Σε σχέση τιμής-απόδοσης παίρνει άριστα!",Positive
"Είναι τέλειο και έχω εντυπωσιαστεί από τις δυνατότητες του   Για 270 ευρώ που το αγόρασα, πιστεύω ότι το Samsung Galaxy Note 8.0 N5110 είναι η καλύτερη επιλογή που υπάρχει αυτή την στιγμή στην αγορά. Βέβαια ίσως ήταν λάθος μου που δεν έδωσα ""κάτι παραπάνω"" για να βάλω και 3G. Καλή RAM 2 GB και επεξεργαστή 1.6 GHz σε μικρό μέγεθος για Tablet.",Positive
"Εξαιρετικό σε επίσης εξαιρετίκη πλέον τιμή. Εμένα δεν αργεί καθόλου να μπει στο ιντερνετ οπότε υποθέτω πως ο παραπάνω που εχει πρόβλημα ίσως το έχει με την σύνδεση του. Για οποιον θέλει ένα ταμπλετ όχι μόνο για να παιζει και να βλέπει βίντεο αλλά ως εργαλείο δουλειάς, το συγκεκριμένο, λόγω και του spen είναι μονόδρομος. Αξίζει τα χρήματα του 100%.",Positive
"Πολυ καλο ταμπλετ παιδια.   γενικως ειναι αξιοπιστο,αν και κολλαει λιγο στο ιντερνετ.αργει να μπει.   μπαταρια οχι και τοσο καλη.",Positive
"Πολύ καλό tablet, γρήγορο με άφθονη ram, αλλά... Δεν υποστηρίζει flash.   Με τα πολλά, του έβαλα, αλλά κρασάρει. (Firefox)",Positive
"Είμαι απόλυτα ικανοποιήμενος από την αγορά του, πραγματικά αποδίδει τα αναμενόμενα.",Positive
"Τό χρησιμοποιώ περίπου ένα μήνα και είμαι ενθουσιασμένος, Αποτελεί μια άριστη επιλογή για κάποιον ο οποίος χρειάζεται μία κορυφαία ηλεκτρονική συσκευή επικοινωνίας και ψυχαγωγίας !!!",Positive
"Για τα χρήματα που κοστίζει πολύ καλή επιλογή! Συνεργάζεται άψογα με κινητά sony xperia και samsung galaxy (αυτά δοκίμασα...). Άμεση σύνδεση με PS3 και με τηλεόραση Philips cineos (HDMI). Πολύ καλή οθόνη (1024x600HD) με καλή ανταπόκριση (θέλει να τη συνηθίσεις στην αρχή). Δεν έχει κολλήσει πουθενά ως τώρα. ΔΕΝ προτείνεται όμως για όσους είναι κολλημένοι με τα παιχνίδια και τα wallpapers του google play (ΔΕΝ εγκαθίσταται με τίποτα). Έχω βάλει το 1mobile, το οποίο έχει ΟΛΕΣ τις ""βασικές ανέσεις"" και είναι και ΟΛΑ δωρεάν! Επίσης έχει ακριβώς ίδιο interface με το googleplay! Καλή αυτονομία μπαταρίας (με full video και downloading με WiFi επί 5h ...κανένα πρόβλημα!). με τα διπλάσια λεφτά παίρνεις το Samsung galaxy tab 2 7"" (πολύ καλύτερη οθόνη, καλύτερη υποστήριξη). Για πρώτο tablet πάντως...τα σπάει!!",Positive
Ειναι αριστο....ταχυτατο...και πολυ καλο πακετο για τα χρηματα του.,Positive
Αψογο για τα χρήματα του,Positive
παρα πολυ καλο και σε προσιτη τιμη,Positive
"Πολύ καλό....ωραία χρωματα,γρήγορο και ευκολο",Positive
"Τo εχω 3 μερες μονο και ειμαι αρκετα ικανοποιημενος αν και ημουν ιδιαιτερα διστακτικος οταν το αγοραζα.Για την χρηση που το θελω (youtube, movies,games και σερφαρισμα στο internet) ειναι επαρκες.Για την μπαταρια του θα αναφερω μονο οτι επαιζα plants vs zombies 2 πανω απο δυο ωρες μεχρι να πεσει στο 14% οπου μου ζητησε να το φορτισω(δεν εχω εμπειρια απο αλλα tablets για να ξερω αν ειναι ικανοποιητικες οι δυο ωρες).Τελος για την αξιοπιστια του ο χρονος θα δειξει αν και δεν βλεπω τον λογο να χαλασει μονο του..",Positive
"Καλή ποιότητα κατασκευής, θαυμάσια IPS οθόνη, εξαιρετική απόκριση στην αφή, επεξεργαστής και γραφικά με επιδόσεις που εντυπωσιάζουν για την τιμή. Τα πρώτα πέντε λεπτά πιστεύεις ότι βρήκες την ευκαιρία της χρονιάς... και μετά από λίγο καταλαβαίνεις γιατί δεν είναι.",Negative
"Τρομερό δεν έχω λόγια να το περιγράψω,το κορυφαίο της αγοράς!!!!!!",Positive
"Το tablet είναι άπαιχτο απίστευτα λεπτό, πολύ γρήγορος επεξεργαστής και μια εντυπωσιακή οθόνη με έντονα πολύ ωραία χρώματα.Επίσης είναι και αδιάβροχο.Ένα από τα 3 κορυφαία tablet της αγοράς!!!!!!!!!!!!!!",Positive
υπεροχο σε ολα....μολις πεσει κ λιγο η τιμη του τρεξτε ολοι...κ προσοχη μακρια απο i pad...,Positive
Πάρα πολύ καλό! Έχω ενθουσιαστεί! Πολύ γρήγορη απόκριση σε όλα του! Εκπληκτικά χρώματα και ευκρίνεια! Πολλές εφαρμογές και δυνατότητες! Το συνιστώ ανεπιφύλακτα!,Positive
Απιαστο......2 κλικ πανω απο τα αλλα πολυ καλα ......,Positive
"Εξαιρετικό τάμπλετ! Το εχω καιρό τώρα και δεν με έχει απογοητεύσει ούτε μία φορα! Από Hardware σκιζει μη σας φαινεται καθολου λιγος ο διπυρινος επεξεργαστης, ενω οι αναβαθμισεις είναι συνεχεις! Από τότε μάλιστα που ανακοινώθηκε ότι θα παρει το λειτουργικό BB10 ειμαι κάτι παραπάνω απο ενθουσιασμένος!",Positive
"ταχυτατο, αξιοπιστο, απλά κορυφαίο",Positive
"Δεν φορτιζε με τον φορτιστη απο την πρωτη εβδομαδα ηδη...τρελλο κολλημα συνεχεια ως τη μερα που το εκανα κομματια κ κατεληξε εκει που του αξιζει,στον καδο...",Negative
απαράδεχτο tablet. Χάλασε απο την πρωτη μερα κιολας. Κλεινει μονο του και μετα δεν ανοιγει με τιποτα..Κολλαει ασταματητα. Θερμενεται υπερβολικά. Και το κουμπί εντασης της φωνης ήταν χαλασμενο.,Negative
"Πολύ καλή ποιότητα κατασκευής, μετριότατος επεξεργαστής, δυστυχώς είναι Android, κολλάει πολύ εύκολα γιατί μόνιμα σαν Android στο παρασκήνιο θα κάνει τα δικά του άσχετα με τα Task Killer που θα του βάλεις, εξαιρετική Οθόνη, μπορεί όμως να χαραχτεί με πολύ ευκολία, βαρύ για το μέγεθος του, έχει το εξαιρετικό πλεονέκτημα να δέχεται Mini Disk, σε καμία περίπτωση δεν μπορεί να αντικαταστήσει λειτουργικά ένα Laptop, αλλά είναι καλύτερο από ένα Smart Phone για υποτυπώδη χρήση Ίντερνετ και βασική ενημέρωση στην αλληλογραφία. Χάριν στο καλό του Wi Fi και το ακόμα καλύτερο Blue Tooth του αλλά και τις μεγάλες αποθηκευτικές του δυνατότητες (εγώ έβαλα 32 Μb) είναι μία αξιοπρεπής Gadget αγορά.",Negative
Το tablet ειναι πολυ καλο.Οσο καιρο το εχω δεν εχει παρουσιασει προβλημα και τα παιχνιδια τα παιζει αψογα (π.χ nfs most wanted and mc4). Το μονο κακο ειναι λιγο η καμερα δλδ οτι χωρις καλο φωτισμο η φωτογραφια δεν θα βγει πολυ καλη.,Positive
Είναι μια αρκετά καλή συσκευή ικανοποιητικό λογισμικό είναι μια άριστη συσκευή,Positive
το play strore του ειναι το slide me.Αν βαθμολογουσα το slide me απο το 1-10 θα το εβαζα 3 γιατι εν εχει σημαντικες εφαρμογες που θα ηθελε ο περρισοτερος κοσμος.Παντως σαν tablet ειναι τελειο.,Positive
"Αψογος σχεδιασμος ,γρηγορο σερφαρισμα μεγαλη εσωτερικη μνημη και υποστηριξει εφαρμογων χωρις να κολλαει",Positive
"Λοιπόν, δεν θα έλεγα ότι είναι ένα από τα καλύτερα tablets, αλλά μπορώ να πω πως για κόστος του καλό είναι. Ο επεξεργαστής του είναι πολύ καλός. Κολλάει πολύ και δεν έχει Google Play Store, όμως σου δίνεται η δυνατότητα να το εγκαταστήσεις. Από την απόδοση της μπαταρίας δεν είμαι ευχαριστημένος εφόσον κρατάει περίπου τρεις ώρες παίζοντας. Δεν το συστήνω.",Negative
Πολύ καλό για τα χρήματα που κοστίζει .,Positive
πολυ καλο tablet με καλο android ομως δεν εχει play store.,Positive
"Για τα λεφτά του, τώρα που έπεσε πολύ σημαντικά η τιμή του, είναι ένα πάρα πολύ τίμιο τάμπλετ.",Positive
